ZONE_NAME,CIRCLE_NAME,DIVISION_NAME,FEEDER_NAME,SUBSTATION_NAME,FEEDER_CODE,METER_MF,METER_SR_NO,DAYPROFILE_DATE,INTERVAL,RPH_LCURR,YPH_LCURR,BPH_LCURR,PF
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,19-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,19-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,19-04-2025 22:00,23,26.2,48.56,48.56,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,19-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 00:00,1,48.3,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 18:00,19,54.91,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 19:00,20,27.51,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 22:00,23,26.2,48.56,48.56,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,20-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 00:00,1,48.3,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 18:00,19,35.4,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 19:00,20,27.51,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 22:00,23,26.2,48.56,48.56,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,21-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 00:00,1,48.3,55.2,35.4,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 05:00,6,26.2,27.51,54.91,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 13:00,14,22.44,35.68,55.2,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 18:00,19,35.4,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 19:00,20,27.51,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 22:00,23,26.2,48.56,54.91,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,22-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 00:00,1,48.3,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 18:00,19,35.4,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 19:00,20,27.51,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 20:00,21,54.91,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 22:00,23,26.2,48.56,48.56,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,23-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 00:00,1,48.3,14.54,35.4,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 18:00,19,35.4,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 19:00,20,27.51,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 22:00,23,26.2,48.56,48.56,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,24-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 00:00,1,48.3,15.68,55.2,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 18:00,19,35.4,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 19:00,20,27.51,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 22:00,23,26.2,48.56,48.56,93.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,25-04-2025 23:00,24,35.68,51.1,51.1,94.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 00:00,1,48.3,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 01:00,2,40.2,22.44,40.2,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 03:00,4,48.3,26.2,48.3,95.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 04:00,5,51.1,27.08,51.1,95.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 06:00,7,45.1,27.51,45.1,97.2
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 09:00,10,27.08,35.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 10:00,11,35.4,35.4,51.1,62.4
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 11:00,12,42.4,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 13:00,14,54.91,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 14:00,15,46.2,40.2,40.2,96.03
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 15:00,16,27.51,42.4,48.3,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 16:00,17,48.56,42.4,40.2,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 17:00,18,35.4,42.4,35.4,95.63
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 18:00,19,35.4,45.1,48.3,95.23
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 19:00,20,54.91,46.2,51.1,97.73
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 20:00,21,42.4,48.3,26.2,96.95
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 21:00,22,42.4,48.3,45.1,97.77
Veitnam,Veitnam,Veitnam,DIENLOC-472,SUBSTATION,DIENLOC-472,1,M32450003414,26-04-2025 22:00,23,26.2,48.56,48.56,93.27
